codigo,descricao,segmento
4618403,"Representantes comerciais e agentes do comrcio de jornais, revistas e outras publicaes",Outros
4618499,Outros representantes comerciais e agentes do comrcio especializado em produtos no especificados anteriormente,Outros
4619200,Representantes comerciais e agentes do comrcio de mercadorias em geral no especializado,Outros
4621400,Comrcio atacadista de caf em gro,Outros
4622200,Comrcio atacadista de soja,Outros
4623101,Comrcio atacadista de animais vivos,Outros
4623102,"Comrcio atacadista de couros, ls, peles e outros subprodutos no-comestveis de origem animal",Outros
4623103,Comrcio atacadista de algodo,Outros
4623104,Comrcio atacadista de fumo em folha no beneficiado,Outros
4623105,Comrcio atacadista de cacau,Outros
4623106,"Comrcio atacadista de sementes, flores, plantas e gramas",Outros
4623107,Comrcio atacadista de sisal,Outros
4623108,Comrcio atacadista de matrias-primas agrcolas com atividade de fracionamento e acondicionamento associada,Outros
4623109,Comrcio atacadista de alimentos para animais,Outros
4623199,Comrcio atacadista de matrias-primas agrcolas no especificadas anteriormente,Outros
4631100,Comrcio atacadista de leite e laticnios,Outros
4632001,Comrcio atacadista de cereais e leguminosas beneficiados,Outros
4632002,"Comrcio atacadista de farinhas, amidos e fculas",Outros
4632003,"Comrcio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e fculas, com atividade de fracionamento e acondicionamento associada",Outros
4633801,"Comrcio atacadista de frutas, verduras, razes, tubrculos, hortalias e legumes frescos",Outros
4633802,Comrcio atacadista de aves vivas e ovos,Outros
4633803,Comrcio atacadista de coelhos e outros pequenos animais vivos para alimentao,Outros
4634601,Comrcio atacadista de carnes bovinas e sunas e derivados,Outros
4634602,Comrcio atacadista de aves abatidas e derivados,Outros
4634603,Comrcio atacadista de pescados e frutos do mar,Agropecuária
4634699,Comrcio atacadista de carnes e derivados de outros animais,Outros
4635401,Comrcio atacadista de gua mineral,Outros
4635402,"Comrcio atacadista de cerveja, chope e refrigerante",Outros
4635403,Comrcio atacadista de bebidas com atividade de fracionamento e acondicionamento associada,Outros
4635499,Comrcio atacadista de bebidas no especificadas anteriormente,Outros
4636201,Comrcio atacadista de fumo beneficiado,Outros
4636202,"Comrcio atacadista de cigarros, cigarrilhas e charutos",Outros
4637101,"Comrcio atacadista de caf torrado, modo e solvel",Outros
4637102,Comrcio atacadista de acar,Outros
4637103,Comrcio atacadista de leos e gorduras,Outros
4637104,"Comrcio atacadista de pes, bolos, biscoitos e similares",Outros
4637105,Comrcio atacadista de massas alimentcias,Outros
4637106,Comrcio atacadista de sorvetes,Outros
4637107,"Comrcio atacadista de chocolates, confeitos, balas, bombons e semelhantes",Outros
4637199,Comrcio atacadista especializado em outros produtos alimentcios no especificados anteriormente,Outros
4639701,Comrcio atacadista de produtos alimentcios em geral,Outros
4639702,"Comrcio atacadista de produtos alimentcios em geral, com atividade de fracionamento e acondicionamento associada",Outros
4641901,Comrcio atacadista de tecidos,Outros
4641902,"Comrcio atacadista de artigos de cama, mesa e banho",Outros
4641903,Comrcio atacadista de artigos de armarinho,Outros
4642701,"Comrcio atacadista de artigos do vesturio e acessrios, exceto profissionais e de segurana",Outros
4642702,Comrcio atacadista de roupas e acessrios para uso profissional e de segurana do trabalho,Vestuário e Têxtil
4643501,Comrcio atacadista de calados,Outros
4643502,"Comrcio atacadista de bolsas, malas e artigos de viagem",Outros
4644301,Comrcio atacadista de medicamentos e drogas de uso humano,Outros
4644302,Comrcio atacadista de medicamentos e drogas de uso veterinrio,Outros
4645101,"Comrcio atacadista de instrumentos e materiais para uso mdico, cirrgico, hospitalar e de laboratrios",Saúde
4645102,Comrcio atacadista de prteses e artigos de ortopedia,Outros
4645103,Comrcio atacadista de produtos odontolgicos,Outros
4646001,Comrcio atacadista de cosmticos e produtos de perfumaria,Outros
4646002,Comrcio atacadista de produtos de higiene pessoal,Outros
4647801,Comrcio atacadista de artigos de escritrio e de papelaria,Outros
4647802,"Comrcio atacadista de livros, jornais e outras publicaes",Outros
4649401,Comrcio atacadista de equipamentos eltricos de uso pessoal e domstico,Outros
4649402,Comrcio atacadista de aparelhos eletrnicos de uso pessoal e domstico,Outros
4649403,"Comrcio atacadista de bicicletas, triciclos e outros veculos recreativos",Outros
4649404,Comrcio atacadista de mveis e artigos de colchoaria,Outros
4649405,Comrcio atacadista de artigos de tapearia; persianas e cortinas,Outros
4649406,"Comrcio atacadista de lustres, luminrias e abajures",Outros
4649407,"Comrcio atacadista de filmes, CDs, DVDs, fitas e discos",Outros
4649408,"Comrcio atacadista de produtos de higiene, limpeza e conservao domiciliar",Serviços
4649409,"Comrcio atacadista de produtos de higiene, limpeza e conservao domiciliar, com atividade de fracionamento e acondicionamento associada",Serviços
4649410,"Comrcio atacadista de jias, relgios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",Indústria
4649499,Comrcio atacadista de outros equipamentos e artigos de uso pessoal e domstico no especificados anteriormente,Outros
4651601,Comrcio atacadista de equipamentos de informtica,Outros
4651602,Comrcio atacadista de suprimentos para informtica,Outros
4652400,Comrcio atacadista de componentes eletrnicos e equipamentos de telefonia e comunicao,Comunicação e Marketing
4661300,"Comrcio atacadista de mquinas, aparelhos e equipamentos para uso agropecurio; partes e peas",Outros
4662100,"Comrcio atacadista de mquinas, equipamentos para terraplenagem, minerao e construo; partes e peas",Outros
4663000,Comrcio atacadista de Mquinas e equipamentos para uso industrial; partes e peas,Outros
4664800,"Comrcio atacadista de mquinas, aparelhos e equipamentos para uso odonto-mdico-hospitalar; partes e peas",Saúde
4665600,Comrcio atacadista de mquinas e equipamentos para uso comercial; partes e peas,Outros
4669901,Comrcio atacadista de bombas e compressores; partes e peas,Outros
4669999,Comrcio atacadista de outras mquinas e equipamentos no especificados anteriormente; partes e peas,Outros
4671100,Comrcio atacadista de madeira e produtos derivados,Outros
4672900,Comrcio atacadista de ferragens e ferramentas,Outros
4673700,Comrcio atacadista de material eltrico,Outros
4674500,Comrcio atacadista de cimento,Outros
4679601,"Comrcio atacadista de tintas, vernizes e similares",Outros
4679602,Comrcio atacadista de mrmores e granitos,Outros
4679603,"Comrcio atacadista de vidros, espelhos, vitrais e molduras",Outros
4679604,Comrcio atacadista especializado de materiais de construo no especificados anteriormente,Outros
4679699,Comrcio atacadista de materiais de construo em geral,Outros
4681801,"Comrcio atacadista de lcool carburante, biodiesel, gasolina e demais derivados de petrleo, exceto lubrificantes, no realizado por transportador re",Outros
4681802,Comrcio atacadista de combustveis realizado por transportador retalhista (T.R.R.),Outros
4681803,"Comrcio atacadista de combustveis de origem vegetal, exceto lcool carburante",Outros
4681804,Comrcio atacadista de combustveis de origem mineral em bruto,Outros
4681805,Comrcio atacadista de lubrificantes,Outros
4682600,Comrcio atacadista de gs liqefeito de petrleo (GLP),Outros
4683400,"Comrcio atacadista de defensivos agrcolas, adubos, fertilizantes e corretivos do solo",Outros
4684201,Comrcio atacadista de resinas e elastmeros,Outros
4684202,Comrcio atacadista de solventes,Outros
4684299,Comrcio atacadista de outros produtos qumicos e petroqumicos no especificados anteriormente,Outros
4685100,"Comrcio atacadista de produtos siderrgicos e metalrgicos, exceto para construo",Outros
4686901,Comrcio atacadista de papel e papelo em bruto,Outros
4686902,Comrcio atacadista de embalagens,Outros
4687701,Comrcio atacadista de resduos de papel e papelo,Outros
4687702,"Comrcio atacadista de resduos e sucatas no-metlicos, exceto de papel e papelo",Outros
4687703,Comrcio atacadista de resduos e sucatas metlicos,Outros
4689301,"Comrcio atacadista de produtos da extrao mineral, exceto combustveis",Outros
4689302,Comrcio atacadista de fios e fibras beneficiados,Outros
4689399,Comrcio atacadista especializado em outros produtos intermedirios no especificados anteriormente,Outros
4691500,"Comrcio atacadista de mercadorias em geral, com predominncia de produtos alimentcios",Outros
4692300,"Comrcio atacadista de mercadorias em geral, com predominncia de insumos agropecurios",Outros
4693100,"Comrcio atacadista de mercadorias em geral, sem predominncia de alimentos ou de insumos agropecurios",Outros
4711301,"Comrcio varejista de mercadorias em geral, com predominncia de produtos alimentcios - hipermercados",Outros
4711302,"Comrcio varejista de mercadorias em geral, com predominncia de produtos alimentcios - supermercados",Outros
4712100,"Comrcio varejista de mercadorias em geral, com predominncia de produtos alimentcios - minimercados, mercearias e armazns",Outros
4713001,Lojas de departamentos ou magazines,Comércio
4713002,"Lojas de variedades, exceto lojas de departamentos ou magazines",Comércio
4713003,Lojas duty free de aeroportos internacionais,Comércio
4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",Comércio
4713005,"Lojas francas (Duty free) de aeroportos, portos e em fronteiras terrestres",Comércio
4721101,Padaria e confeitaria com predominncia de produo prpria,Alimentação
4721102,Padaria e confeitaria com predominncia de revenda,Alimentação
4721103,Comrcio varejista de laticnios e frios,Outros
4721104,"Comrcio varejista de doces, balas, bombons e semelhantes",Outros
4722901,Comrcio varejista de carnes - aougues,Outros
4722902,Peixaria,Outros
4723700,Comrcio varejista de bebidas,Outros
4724500,Comrcio varejista de hortifrutigranjeiros,Saúde
4729601,Tabacaria,Outros
4729602,Comrcio varejista de mercadorias em lojas de convenincia,Comércio
4729699,Comrcio varejista de produtos alimentcios em geral ou especializado em produtos alimentcios no especificados anteriormente,Outros
4731800,Comrcio varejista de combustveis para veculos automotores,Outros
4732600,Comrcio varejista de lubrificantes,Outros
4741500,Comrcio varejista de tintas e materiais para pintura,Outros
4742300,Comrcio varejista de material eltrico,Outros
4743100,Comrcio varejista de vidros,Outros
4744001,Comrcio varejista de ferragens e ferramentas,Outros
4744002,Comrcio varejista de madeira e artefatos,Outros
4744003,Comrcio varejista de materiais hidrulicos,Outros
4744004,"Comrcio varejista de cal, areia, pedra britada, tijolos e telhas",Outros
4744005,Comrcio varejista de materiais de construo no especificados anteriormente,Outros
4744006,Comrcio varejista de pedras para revestimento,Outros
4744099,Comrcio varejista de materiais de construo em geral,Outros
4751200,Comrcio varejista especializado de equipamentos e suprimentos de informtica,Outros
4751201,Comrcio varejista especializado de equipamentos e suprimentos de informtica,Outros
4751202,Recarga de cartuchos para equipamentos de informtica,Transporte e Logística
4752100,Comrcio varejista especializado de equipamentos de telefonia e comunicao,Comunicação e Marketing
4753900,Comrcio varejista especializado de eletrodomsticos e equipamentos de udio e vdeo,Outros
4754701,Comrcio varejista de mveis,Outros
4754702,Comrcio varejista de artigos de colchoaria,Outros
4754703,Comrcio varejista de artigos de iluminao,Outros
4755501,Comrcio varejista de tecidos,Outros
4755502,Comercio varejista de artigos de armarinho,Outros
4755503,"Comercio varejista de artigos de cama, mesa e banho",Outros
4756300,Comrcio varejista especializado de instrumentos musicais e acessrios,Outros
4757100,"Comrcio varejista especializado de peas e acessrios para aparelhos eletroeletrnicos para uso domstico, exceto informtica e comunicao",Outros
4759801,"Comrcio varejista de artigos de tapearia, cortinas e persianas",Outros
4759899,Comrcio varejista de outros artigos de uso pessoal e domstico no especificados anteriormente,Outros
4761001,Comrcio varejista de livros,Outros
4761002,Comrcio varejista de jornais e revistas,Outros
4761003,Comrcio varejista de artigos de papelaria,Outros
4762800,"Comrcio varejista de discos, CDs, DVDs e fitas",Outros
4763601,Comrcio varejista de brinquedos e artigos recreativos,Outros
4763602,Comrcio varejista de artigos esportivos,Outros
4763603,Comrcio varejista de bicicletas e triciclos; peas e acessrios,Outros
4763604,"Comrcio varejista de artigos de caa, pesca e camping",Agropecuária
4763605,Comrcio varejista de embarcaes e outros veculos recreativos; peas e acessrios,Alimentação
4771701,"Comrcio varejista de produtos farmacuticos, sem manipulao de frmulas",Saúde
4771702,"Comrcio varejista de produtos farmacuticos, com manipulao de frmulas",Saúde
4771703,Comrcio varejista de produtos farmacuticos homeopticos,Saúde
4771704,Comrcio varejista de medicamentos veterinrios,Outros
4772500,"Comrcio varejista de cosmticos, produtos de perfumaria e de higiene pessoal",Outros
4773300,Comrcio varejista de artigos mdicos e ortopdicos,Outros
4774100,Comrcio varejista de artigos de ptica,Outros
4781400,Comrcio varejista de artigos do vesturio e acessrios,Outros
4782201,Comrcio varejista de calados,Outros
4782202,Comrcio varejista de artigos de viagem,Outros
4783101,Comrcio varejista de artigos de joalheria,Indústria
4783102,Comrcio varejista de artigos de relojoaria,Outros
4784900,Comrcio varejista de gs liqefeito de petrleo (GLP),Outros
4785701,Comrcio varejista de antigidades,Outros
4785799,Comrcio varejista de outros artigos usados,Outros
4789001,"Comrcio varejista de suvenires, bijuterias e artesanatos",Indústria
4789002,Comrcio varejista de plantas e flores naturais,Outros
4789003,Comrcio varejista de objetos de arte,Outros
4789004,Comrcio varejista de animais vivos e de artigos e alimentos para animais de estimao,Outros
4789005,Comrcio varejista de produtos saneantes domissanitrios,Outros
4789006,Comrcio varejista de fogos de artifcio e artigos pirotcnicos,Outros
4789007,Comrcio varejista de equipamentos para escritrio,Outros
4789008,Comrcio varejista de artigos fotogrficos e para filmagem,Outros
4789009,Comrcio varejista de armas e munies,Outros
4789099,Comrcio varejista de outros produtos no especificados anteriormente,Outros
4911600,Transporte ferrovirio de carga,Transporte e Logística
4912401,Transporte ferrovirio de passageiros intermunicipal e interestadual,Transporte e Logística
4912402,Transporte ferrovirio de passageiros municipal e em regio metropolitana,Transporte e Logística
4912403,Transporte metrovirio,Transporte e Logística
4921301,"Transporte rodovirio coletivo de passageiros, com itinerrio fixo, municipal",Transporte e Logística
4921302,"Transporte rodovirio coletivo de passageiros, com itinerrio fixo, intermunicipal em regio metropolitana",Transporte e Logística
4922101,"Transporte rodovirio coletivo de passageiros, com itinerrio fixo, intermunicipal, exceto em regio metropolitana",Transporte e Logística
4922102,"Transporte rodovirio coletivo de passageiros, com itinerrio fixo, interestadual",Transporte e Logística
4922103,"Transporte rodovirio coletivo de passageiros, com itinerrio fixo, internacional",Transporte e Logística
4923001,Servio de txi,Outros
4923002,Servio de transporte de passageiros - locao de automveis com motorista,Transporte e Logística
4924800,Transporte escolar,Transporte e Logística
4929901,"Transporte rodovirio coletivo de passageiros, sob regime de fretamento, municipal",Transporte e Logística
4929902,"Transporte rodovirio coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",Transporte e Logística
4929903,"Organizao de excurses em veculos rodovirios prprios, municipal",Outros
4929904,"Organizao de excurses em veculos rodovirios prprios, intermunicipal, interestadual e internacional",Outros
4929999,Outros transportes rodovirios de passageiros no especificados anteriormente,Transporte e Logística
4930201,"Transporte rodovirio de carga, exceto produtos perigosos e mudanas, municipal.",Transporte e Logística
4930202,"Transporte rodovirio de carga, exceto produtos perigosos e mudanas, intermunicipal, interestadual e internacional",Transporte e Logística
4930203,Transporte rodovirio de produtos perigosos,Transporte e Logística
4930204,Transporte rodovirio de mudanas,Transporte e Logística
4940000,Transporte dutovirio,Transporte e Logística
4950700,"Trens tursticos, telefricos e similares",Outros
5011401,Transporte martimo de cabotagem - Carga,Transporte e Logística
5011402,Transporte martimo de cabotagem - passageiros,Transporte e Logística
5012201,Transporte martimo de longo curso - Carga,Transporte e Logística
5012202,Transporte martimo de longo curso - Passageiros,Transporte e Logística
5021101,"Transporte por navegao interior de carga, municipal, exceto travessia",Transporte e Logística
5021102,"Transporte por navegao interior de carga, intermunicipal, interestadual e internacional, exceto travessia",Transporte e Logística
5022001,"Transporte por navegao interior de passageiros em linhas regulares, municipal, exceto travessia",Transporte e Logística
5022002,"Transporte por navegao interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",Transporte e Logística
5030101,Navegao de apoio martimo,Serviços
5030102,Navegao de apoio porturio,Serviços
5030103,Servio de rebocadores e empurradores,Outros
5091201,"Transporte por navegao de travessia, municipal",Transporte e Logística
5091202,"Transporte por navegao de travessia intermunicipal, interestadual e internacional",Transporte e Logística
5099801,Transporte aquavirio para passeios tursticos,Transporte e Logística
5099899,Outros transportes aquavirios no especificados anteriormente,Transporte e Logística
5111100,Transporte areo de passageiros regular,Transporte e Logística
5112901,Servio de txi areo e locao de aeronaves com tripulao,Outros
5112999,Outros servios de transporte areo de passageiros no-regular,Transporte e Logística
5120000,Transporte areo de carga,Transporte e Logística
5130700,Transporte espacial,Transporte e Logística
5211701,Armazns gerais - emisso de warrant,Outros
5211702,Guarda-mveis,Outros
5211799,"Depsitos de mercadorias para terceiros, exceto armazns gerais e guarda-mveis",Outros
5212500,Carga e descarga,Transporte e Logística
5221400,"Concessionrias de rodovias, pontes, tneis e servios relacionados",Outros
5222200,Terminais rodovirios e ferrovirios,Outros
5223100,Estacionamento de veculos,Outros
5229001,"Servios de apoio ao transporte por txi, inclusive centrais de chamada",Transporte e Logística
5229002,Servios de reboque de veculos,Outros
5229099,Outras atividades auxiliares dos transportes terrestres no especificadas anteriormente,Transporte e Logística
5231101,Administrao da infra-estrutura porturia,Outros
5231102,Atividades do Operador Porturio,Outros
5231103,Gesto de terminais aquavirios,Outros
5232000,Atividades de agenciamento martimo,Outros
5239700,Atividades auxiliares dos transportes aquavirios no especificadas anteriormente,Transporte e Logística
5239701,Servios de praticagem,Outros
5239799,Atividades auxiliares dos transportes aquavirios no especificadas anteriormente,Transporte e Logística
5240101,Operao dos aeroportos e campos de aterrissagem,Outros
5240199,"Atividades auxiliares dos transportes areos, exceto operao dos aeroportos e campos de aterrissagem",Transporte e Logística
5250801,Comissaria de despachos,Beleza e Estética
5250802,Atividades de despachantes aduaneiros,Beleza e Estética
5250803,"Agenciamento de cargas, exceto para o transporte martimo",Transporte e Logística
5250804,Organizao logstica do transporte de carga,Transporte e Logística
5250805,Operador de transporte multimodal - OTM,Transporte e Logística
5310501,Atividades do Correio Nacional,Transporte e Logística
5310502,Atividades de franqueadas do Correio Nacional,Transporte e Logística
5320201,Servios de malote no realizados pelo Correio Nacional,Transporte e Logística
5320202,Servios de entrega rpida,Transporte e Logística
5510801,Hotis,Outros
5510802,Apart-hotis,Outros
5510803,Motis,Outros
5590601,"Albergues, exceto assistenciais",Turismo e Hotelaria
5590602,Campings,Outros
5590603,Penses (alojamento),Comércio
5590699,Outros alojamentos no especificados anteriormente,Comércio
5611201,Restaurantes e similares,Alimentação
5611202,Bares e outros estabelecimentos especializados em servir bebidas,Alimentação
5611203,"Lanchonetes, casas de ch, de sucos e similares",Alimentação
5611204,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",Alimentação
5611205,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",Alimentação
5612100,Servios ambulantes de alimentao,Outros
5620101,Fornecimento de alimentos preparados preponderantemente para empresas,Alimentação
5620102,Servios de alimentao para eventos e recepes - buf,Entretenimento e Cultura
5620103,Cantinas - servios de alimentao privativos,Alimentação
5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,Alimentação
5811500,Edio de livros,Outros
5812300,Edio de jornais,Outros
5812301,Edio de jornais dirios,Outros
5812302,Edio de jornais no dirios,Outros
5813100,Edio de revistas,Outros
5819100,"Edio de cadastros, listas e de outros produtos grficos",Outros
5821200,Edio integrada  impresso de livros,Outros
5822100,Edio integrada  impresso de jornais,Outros
5822101,Edio integrada  impresso de jornais dirios,Outros
5822102,Edio integrada  impresso de jornais no dirios,Outros
5823900,Edio integrada  impresso de revistas,Outros
5829800,"Edio integrada  impresso de cadastros, listas e de outros produtos grficos",Outros
5911101,Estdios cinematogrficos,Entretenimento e Cultura
5911102,Produo de filmes para publicidade,Comunicação e Marketing
5911199,"Atividades de produo cinematogrfica, de vdeos e de programas de televiso no especificadas anteriormente",Entretenimento e Cultura
5912001,Servios de dublagem,Outros
5912002,Servios de mixagem sonora em produo audiovisual,Outros
5912099,"Atividades de ps-produo cinematogrfica, de vdeos e de programas de televiso no especificadas anteriormente",Entretenimento e Cultura
5913800,"Distribuio cinematogrfica, de vdeo e de programas de televiso",Entretenimento e Cultura
5914600,Atividades de exibio cinematogrfica,Entretenimento e Cultura
5920100,Atividades de gravao de som e de edio de msica,Outros
6010100,Atividades de rdio,Outros
6021700,Atividades de televiso aberta,Outros
6022501,Programadoras,Outros
6022502,"Atividades relacionadas  televiso por assinatura, exceto programadoras",Outros
6110801,Servios de telefonia fixa comutada - STFC,Comunicação e Marketing
6110802,Servios de redes de transportes de telecomunicaes - SRTT,Transporte e Logística
6110803,Servios de comunicao multimdia - SCM,Outros
6110899,Servios de telecomunicaes por fio no especificados anteriormente,Outros
6120501,Telefonia mvel celular,Comunicação e Marketing
6120502,Servio mvel especializado - SME,Outros
6120599,Servios de telecomunicaes sem fio no especificados anteriormente,Outros
6130200,Telecomunicaes por satlite,Outros
6141800,Operadoras de televiso por assinatura por cabo,Outros
6142600,Operadoras de televiso por assinatura por microondas,Outros
6143400,Operadoras de televiso por assinatura por satlite,Outros
6190601,Provedores de acesso s redes de comunicaes,Comunicação e Marketing
6190602,Provedores de voz sobre protocolo internet - VOIP,Comunicação e Marketing
6190699,Outras atividades de telecomunicaes no especificadas anteriormente,Outros
6201500,Desenvolvimento de programas de computador sob encomenda,Tecnologia
6201501,Desenvolvimento de programas de computador sob encomenda,Tecnologia
6201502,Web design,Tecnologia
6202300,Desenvolvimento e licenciamento de programas de computador customizveis,Outros
6203100,Desenvolvimento e licenciamento de programas de computador no-customizveis,Outros
6204000,Consultoria em tecnologia da informao,Serviços
6209100,"Suporte tcnico, manuteno e outros servios em tecnologia da informao",Outros
6311900,"Tratamento de dados, provedores de servios de aplicao e servios de hospedagem na internet",Saúde
6319400,"Portais, provedores de contedo e outros servios de informao na internet",Comunicação e Marketing
6391700,Agncias de notcias,Outros
6399200,Outras atividades de prestao de servios de informao no especificadas anteriormente,Outros
6410700,Banco Central,Financeiro
6421200,Bancos comerciais,Financeiro
6422100,"Bancos mltiplos, com carteira comercial",Financeiro
6423900,Caixas econmicas,Outros
6424701,Bancos cooperativos,Financeiro
6424702,Cooperativas centrais de crdito,Outros
6424703,Cooperativas de crdito mtuo,Outros
6424704,Cooperativas de crdito rural,Outros
6431000,"Bancos mltiplos, sem carteira comercial",Financeiro
6432800,Bancos de investimento,Financeiro
6433600,Bancos de desenvolvimento,Financeiro
6434400,Agncias de fomento,Outros
6435201,Sociedades de crdito imobilirio,Outros
6435202,Associaes de poupana e emprstimo,Outros
6435203,Companhias hipotecrias,Outros
6436100,"Sociedades de crdito, financiamento e investimento - financeiras",Financeiro
6437900,Sociedades de crdito ao microempreendedor,Outros
6438701,Bancos de cmbio,Financeiro
6438799,Outras instituies de intermediao no-monetria no especificadas anteriormente,Outros
6440900,Arrendamento mercantil,Aluguel e Locação
6450600,Sociedades de capitalizao,Outros
6461100,Holdings de instituies financeiras,Financeiro
6462000,Holdings de instituies no-financeiras,Financeiro
6463800,"Outras sociedades de participao, exceto holdings",Financeiro
6470101,"Fundos de investimento, exceto previdencirios e imobilirios",Financeiro
6470102,Fundos de investimento previdencirios,Financeiro
6470103,Fundos de investimento imobilirios,Financeiro
6491300,Sociedades de fomento mercantil - factoring,Outros
6492100,Securitizao de crditos,Outros
6493000,Administrao de consrcios para aquisio de bens e direitos,Outros
6499901,Clubes de investimento,Financeiro
6499902,Sociedades de investimento,Financeiro
6499903,Fundo garantidor de crdito,Outros
6499904,Caixas de financiamento de corporaes,Financeiro
6499905,Concesso de crdito pelas OSCIP,Outros
6499999,Outras atividades de servios financeiros no especificadas anteriormente,Outros
6511101,Sociedade seguradora de seguros vida,Financeiro
6511102,Planos de auxlio-funeral,Outros
6512000,Sociedade seguradora de seguros no vida,Financeiro
6520100,Sociedade seguradora de seguros sade,Financeiro
6530800,Resseguros,Financeiro
6541300,Previdncia complementar fechada,Outros
6542100,Previdncia complementar aberta,Outros
6550200,Planos de sade,Outros
6611801,Bolsa de valores,Outros
6611802,Bolsa de mercadorias,Outros
6611803,Bolsa de mercadorias e futuros,Outros
6611804,Administrao de mercados de balco organizados,Outros
6612601,Corretoras de ttulos e valores mobilirios,Financeiro
6612602,Distribuidoras de ttulos e valores mobilirios,Outros
6612603,Corretoras de cmbio,Financeiro
6612604,Corretoras de contratos de mercadorias,Financeiro
6612605,Agentes de investimentos em aplicaes financeiras,Financeiro
6613400,Administrao de cartes de crdito,Outros
6619301,Servios de liquidao e custdia,Outros
6619302,Correspondentes de instituies financeiras,Financeiro
6619303,Representaes de bancos estrangeiros,Financeiro
6619304,Caixas eletrnicos,Outros
6619305,Operadoras de cartes de dbito,Outros
6619399,Outras atividades auxiliares dos servios financeiros no especificadas anteriormente,Outros
6621501,Peritos e avaliadores de seguros,Financeiro
6621502,Auditoria e consultoria atuarial,Serviços Profissionais
6622300,"Corretores e agentes de seguros, de planos de previdncia complementar e de sade",Financeiro
6629100,"Atividades auxiliares dos seguros, da previdncia complementar e dos planos de sade no especificadas anteriormente",Financeiro
6630400,Atividades de administrao de fundos por contrato ou comisso,Outros
6810201,Compra e venda de imveis prprios,Comércio
6810202,Aluguel de imveis prprios,Aluguel e Locação
6810203,Loteamento de imveis prprios,Imobiliário
6821801,Corretagem na compra e venda e avaliao de imveis,Imobiliário
6821802,Corretagem no aluguel de imveis,Imobiliário
6822600,Gesto e administrao da propriedade imobiliria,Outros
6911701,Servios advocatcios,Outros
6911702,Atividades auxiliares da justia,Outros
6911703,Agente de propriedade industrial,Outros
6912500,Cartrios,Outros
6920601,Atividades de contabilidade,Serviços Profissionais
6920602,Atividades de consultoria e auditoria contbil e tributria,Serviços
7020400,"Atividades de consultoria em gesto empresarial, exceto consultoria tcnica especfica",Serviços
7111100,Servios de arquitetura,Serviços Profissionais
7112000,Servios de engenharia,Serviços Profissionais
7119701,"Servios de cartografia, topografia e geodsia",Outros
7119702,Atividades de estudos geolgicos,Outros
7119703,Servios de desenho tcnico relacionados  arquitetura e engenharia,Serviços Profissionais
7119704,Servios de percia tcnica relacionados  segurana do trabalho,Outros
7119799,Atividades tcnicas relacionadas  engenharia e arquitetura no especificadas anteriormente,Serviços Profissionais
7120100,Testes e anlises tcnicas,Outros
7210000,Pesquisa e desenvolvimento experimental em cincias fsicas e naturais,Outros
7220700,Pesquisa e desenvolvimento experimental em cincias sociais e humanas,Outros
7311400,Agncias de publicidade,Comunicação e Marketing
7312200,"Agenciamento de espaos para publicidade, exceto em veculos de comunicao",Comunicação e Marketing
7319001,Criao de estandes para feiras e exposies,Outros
7319002,Promoo de vendas,Comércio
7319003,Marketing direto,Comunicação e Marketing
7319004,Consultoria em publicidade,Serviços
7319099,Outras atividades de publicidade no especificadas anteriormente,Comunicação e Marketing
7320300,Pesquisas de mercado e de opinio pblica,Outros
7410201,Design,Serviços Profissionais
7410202,Design de interiores,Serviços Profissionais
7410203,Design de produto,Serviços Profissionais
7410299,atividades de design no especificadas anteriormente,Serviços Profissionais
7420001,"Atividades de produo de fotografias, exceto area e submarina",Outros
7420002,Atividades de produo de fotografias areas e submarinas,Outros
7420003,Laboratrios fotogrficos,Outros
7420004,Filmagem de festas e eventos,Entretenimento e Cultura
7420005,Servios de microfilmagem,Outros
7490101,"Servios de traduo, interpretao e similares",Outros
7490102,Escafandria e mergulho,Outros
7490103,Servios de agronomia e de consultoria s atividades agrcolas e pecurias,Serviços
7490104,"Atividades de intermediao e agenciamento de servios e negcios em geral, exceto imobilirios",Outros
7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artsticas",Outros
7490199,"Outras atividades profissionais, cientficas e tcnicas no especificadas anteriormente",Outros
7500100,Atividades veterinrias,Outros
7711000,Locao de automveis sem condutor,Outros
7719501,"Locao de embarcaes sem tripulao, exceto para fins recreativos",Alimentação
7719502,Locao de aeronaves sem tripulao,Outros
7719599,"Locao de outros meios de transporte no especificados anteriormente, sem condutor",Transporte e Logística
7721700,Aluguel de equipamentos recreativos e esportivos,Aluguel e Locação
7722500,"Aluguel de fitas de vdeo, DVDs e similares",Aluguel e Locação
7723300,"Aluguel de objetos do vesturio, jias e acessrios",Aluguel e Locação
7729201,Aluguel de aparelhos de jogos eletrnicos,Aluguel e Locação
