codigo,descricao,segmento
6423900,Caixas econômicas,Outros
6424701,Bancos cooperativos,Financeiro
6424702,Cooperativas centrais de crédito,Financeiro
6424703,Cooperativas de crédito mútuo,Financeiro
6424704,Cooperativas de crédito rural,Financeiro
6431000,"Bancos múltiplos, sem carteira comercial",Financeiro
6432800,Bancos de investimento,Financeiro
6433600,Bancos de desenvolvimento,Financeiro
6434400,Agências de fomento,Comunicação e Marketing
6435201,Sociedades de crédito imobiliário,Financeiro
6435202,Associações de poupança e empréstimo,Outros
6435203,Companhias hipotecárias,Outros
6436100,"Sociedades de crédito, financiamento e investimento - financeiras",Financeiro
6437900,Sociedades de crédito ao microempreendedor,Financeiro
6438701,Bancos de câmbio,Financeiro
6438799,Outras instituições de intermediação não-monetária não especificadas anteriormente,Outros
6440900,Arrendamento mercantil,Aluguel e Locação
6450600,Sociedades de capitalização,Financeiro
6461100,Holdings de instituições financeiras,Financeiro
6462000,Holdings de instituições não-financeiras,Financeiro
6463800,"Outras sociedades de participação, exceto holdings",Financeiro
6470101,"Fundos de investimento, exceto previdenciários e imobiliários",Financeiro
6470102,Fundos de investimento previdenciários,Financeiro
6470103,Fundos de investimento imobiliários,Financeiro
6491300,Sociedades de fomento mercantil - factoring,Outros
6492100,Securitização de créditos,Financeiro
6493000,Administração de consórcios para aquisição de bens e direitos,Serviços
6499901,Clubes de investimento,Financeiro
6499902,Sociedades de investimento,Financeiro
6499903,Fundo garantidor de crédito,Financeiro
6499904,Caixas de financiamento de corporações,Financeiro
6499905,Concessão de crédito pelas OSCIP,Financeiro
6499999,Outras atividades de serviços financeiros não especificadas anteriormente,Serviços
6511101,Sociedade seguradora de seguros vida,Financeiro
6511102,Planos de auxílio-funeral,Outros
6512000,Sociedade seguradora de seguros não vida,Financeiro
6520100,Sociedade seguradora de seguros saúde,Financeiro
6530800,Resseguros,Financeiro
6541300,Previdência complementar fechada,Financeiro
6542100,Previdência complementar aberta,Financeiro
6550200,Planos de saúde,Saúde
6611801,Bolsa de valores,Outros
6611802,Bolsa de mercadorias,Outros
6611803,Bolsa de mercadorias e futuros,Outros
6611804,Administração de mercados de balcão organizados,Serviços
6612601,Corretoras de títulos e valores mobiliários,Financeiro
6612602,Distribuidoras de títulos e valores mobiliários,Outros
6612603,Corretoras de câmbio,Financeiro
6612604,Corretoras de contratos de mercadorias,Financeiro
6612605,Agentes de investimentos em aplicações financeiras,Financeiro
6613400,Administração de cartões de crédito,Serviços
6619301,Serviços de liquidação e custódia,Serviços
6619302,Correspondentes de instituições financeiras,Financeiro
6619303,Representações de bancos estrangeiros,Financeiro
6619304,Caixas eletrônicos,Outros
6619305,Operadoras de cartões de débito,Outros
6619399,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,Serviços
6621501,Peritos e avaliadores de seguros,Financeiro
6621502,Auditoria e consultoria atuarial,Serviços Profissionais
6622300,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Financeiro
6629100,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",Financeiro
6630400,Atividades de administração de fundos por contrato ou comissão,Serviços
6810201,Compra e venda de imóveis próprios,Imobiliário
6810202,Aluguel de imóveis próprios,Aluguel e Locação
6810203,Loteamento de imóveis próprios,Imobiliário
6821801,Corretagem na compra e venda e avaliação de imóveis,Imobiliário
6821802,Corretagem no aluguel de imóveis,Imobiliário
6822600,Gestão e administração da propriedade imobiliária,Serviços
6911701,Serviços advocatícios,Serviços
6911702,Atividades auxiliares da justiça,Administração Pública
6911703,Agente de propriedade industrial,Outros
6912500,Cartórios,Outros
6920601,Atividades de contabilidade,Serviços Profissionais
6920602,Atividades de consultoria e auditoria contábil e tributária,Serviços
7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Serviços
7111100,Serviços de arquitetura,Serviços
7112000,Serviços de engenharia,Serviços
7119701,"Serviços de cartografia, topografia e geodésia",Serviços
7119702,Atividades de estudos geológicos,Outros
7119703,Serviços de desenho técnico relacionados à arquitetura e engenharia,Serviços
7119704,Serviços de perícia técnica relacionados à segurança do trabalho,Serviços
7119799,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,Serviços Profissionais
7120100,Testes e análises técnicas,Outros
7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Outros
7220700,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Outros
7311400,Agências de publicidade,Comunicação e Marketing
7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",Comunicação e Marketing
7319001,Criação de estandes para feiras e exposições,Agropecuária
7319002,Promoção de vendas,Comércio
7319003,Marketing direto,Comunicação e Marketing
7319004,Consultoria em publicidade,Serviços
7319099,Outras atividades de publicidade não especificadas anteriormente,Comunicação e Marketing
7320300,Pesquisas de mercado e de opinião pública,Outros
7410201,Design,Serviços Profissionais
7410202,Design de interiores,Serviços Profissionais
7410203,Design de produto,Serviços Profissionais
7410299,atividades de design não especificadas anteriormente,Serviços Profissionais
7420001,"Atividades de produção de fotografias, exceto aérea e submarina",Indústria
7420002,Atividades de produção de fotografias aéreas e submarinas,Indústria
7420003,Laboratórios fotográficos,Saúde
7420004,Filmagem de festas e eventos,Entretenimento e Cultura
7420005,Serviços de microfilmagem,Serviços
7490101,"Serviços de tradução, interpretação e similares",Serviços
7490102,Escafandria e mergulho,Outros
7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,Serviços
7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Serviços
7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",Outros
7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",Outros
7500100,Atividades veterinárias,Outros
7711000,Locação de automóveis sem condutor,Aluguel e Locação
7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos",Aluguel e Locação
7719502,Locação de aeronaves sem tripulação,Aluguel e Locação
7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",Aluguel e Locação
7721700,Aluguel de equipamentos recreativos e esportivos,Aluguel e Locação
7722500,"Aluguel de fitas de vídeo, DVDs e similares",Aluguel e Locação
7723300,"Aluguel de objetos do vestuário, jóias e acessórios",Aluguel e Locação
7729201,Aluguel de aparelhos de jogos eletrônicos,Aluguel e Locação
7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal",Aluguel e Locação
7729203,Aluguel de material médico,Aluguel e Locação
7729299,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,Aluguel e Locação
7731400,Aluguel de máquinas e equipamentos agrícolas sem operador,Aluguel e Locação
7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Aluguel e Locação
7732202,Aluguel de andaimes,Aluguel e Locação
7733100,Aluguel de máquinas e equipamentos para escritórios,Aluguel e Locação
7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",Aluguel e Locação
7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",Aluguel e Locação
7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",Aluguel e Locação
7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Aluguel e Locação
7740300,Gestão de ativos intangíveis não-financeiros,Serviços
7810800,Seleção e agenciamento de mão-de-obra,Construção
7820500,Locação de mão-de-obra temporária,Aluguel e Locação
7830200,Fornecimento e gestão de recursos humanos para terceiros,Serviços
7911200,Agências de viagens,Comunicação e Marketing
7912100,Operadores turísticos,Outros
7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Serviços
8011101,Atividades de vigilância e segurança privada,Serviços
8011102,Serviços de adestramento de cães de guarda,Serviços
8012900,Atividades de transporte de valores,Transporte e Logística
8020000,Atividades de monitoramento de sistemas de segurança,Serviços
8020001,Atividades de monitoramento de sistemas de segurança eletrônico,Serviços
8020002,Outras atividades de serviços de segurança,Serviços
8030700,Atividades de investigação particular,Outros
